Date,Open,High,Low,Close,Adj Close,Volume
2020-05-03,32.450001,32.759998,31.709999,32.689999,30.555622,48900
2020-05-10,32.889999,34.570000,32.430000,33.000000,30.845385,36900
2020-05-17,32.790001,34.000000,32.500000,33.740002,31.537069,32600
2020-05-24,34.369999,35.970001,33.500000,35.970001,33.621468,63200
2020-05-31,36.360001,37.830002,36.189999,37.400002,34.958103,27700
2020-06-07,37.330002,37.689999,34.810001,36.520000,34.135555,61900
2020-06-14,36.029999,36.919998,35.200001,35.990002,33.640163,34200
2020-06-21,36.939999,37.910000,36.290001,37.220001,34.789856,37700
2020-06-28,37.430000,39.360001,37.430000,39.049999,36.500370,24900
2020-07-05,39.660000,39.939999,39.029999,39.160000,36.603188,23300
2020-07-12,39.389999,39.740002,38.419998,39.580002,36.995766,99300
2020-07-19,39.849998,40.160000,39.500000,39.700001,37.107933,56400
2020-07-26,39.439999,40.080002,39.049999,39.189999,36.631226,18100
2020-08-02,39.610001,41.000000,39.200001,40.980000,38.304359,18900
2020-08-09,40.950001,41.759998,40.799999,41.200001,38.509995,18400
2020-08-16,41.200001,41.980000,41.180000,41.849998,39.117550,18500
2020-08-23,41.990002,43.209999,41.990002,43.160000,40.342022,23600
2020-08-30,41.900002,43.070000,41.619999,42.500000,39.725113,29100
2020-09-06,41.610001,42.450001,41.099998,42.240002,39.482090,11100
2020-09-13,42.419998,43.000000,41.840000,42.610001,39.827934,21800
2020-09-20,41.189999,41.570000,39.849998,40.950001,38.276318,116300
2020-09-27,41.910000,42.500000,41.529999,42.320000,39.556866,24200
2020-10-04,42.500000,43.000000,42.389999,42.910000,40.108345,32800
2020-10-11,42.410000,42.790001,41.029999,41.630001,38.911919,22000
2020-10-18,41.779999,41.990002,41.090000,41.919998,39.182983,27200
2020-10-25,40.959999,41.810001,40.259998,40.340000,37.706146,12800
2020-11-01,40.340000,42.549999,40.070000,42.380001,39.612953,29600
2020-11-08,43.590000,43.590000,42.459999,43.200001,40.379414,14400
2020-11-15,43.450001,44.770000,43.389999,44.770000,41.846905,28100
2020-11-22,45.000000,45.590000,44.630001,45.160000,42.211437,12000
2020-11-29,44.959999,46.910000,44.720001,46.830002,43.772404,22200
2020-12-06,47.139999,47.480000,46.759998,47.459999,44.361267,31300
2020-12-13,47.389999,47.799999,47.180000,47.549999,44.445389,108100
2020-12-20,45.400002,47.180000,45.400002,47.090000,44.167889,23600
2020-12-27,47.549999,48.279999,47.369999,48.189999,45.199631,15400
2021-01-03,48.970001,49.869999,48.450001,49.750000,46.662827,26300
2021-01-10,50.040001,51.000000,50.040001,50.299999,47.178696,28900
2021-01-17,50.299999,51.779999,49.900002,51.730000,48.519958,14600
2021-01-24,51.250000,51.250000,48.770000,48.950001,45.912472,22000
2021-01-31,50.320000,52.740002,50.189999,52.259998,49.017071,24100
2021-02-07,52.810001,53.000000,52.270000,52.500000,49.242180,11100
2021-02-14,52.430000,52.860001,51.320000,51.680000,48.473064,20300
2021-02-21,50.900002,51.970001,49.349998,49.709999,46.625309,75200
2021-02-28,50.720001,52.540001,50.720001,51.650002,48.444927,22100
2021-03-07,51.520000,52.759998,51.270000,51.400002,48.210438,33300
2021-03-14,51.180000,52.189999,50.230000,51.119999,47.947811,25300
2021-03-21,51.340000,51.790001,48.790001,51.009998,47.844639,24800
2021-03-28,50.680000,51.299999,50.340000,51.209999,48.032227,10100
2021-04-04,50.169998,50.580002,49.880001,50.139999,47.028625,18100
2021-04-11,48.330002,49.919998,48.080002,49.750000,46.662827,21900
2021-04-18,48.529999,48.529999,47.750000,48.080002,45.096458,26700
2021-04-25,48.270000,49.810001,48.189999,48.549999,45.537289,28000
2021-05-02,49.160000,50.549999,48.430000,50.400002,47.272491,15900
2021-05-09,50.209999,51.000000,49.849998,51.000000,47.835258,8000
2021-05-16,51.099998,52.480000,51.060001,51.990002,48.763828,26600
2021-05-23,52.290001,53.700001,52.290001,53.509998,50.189503,12500
2021-05-30,53.490002,54.619999,53.290001,54.619999,51.230625,7100
2021-06-06,54.509998,54.880001,54.349998,54.349998,50.977379,31100
2021-06-13,54.529999,54.720001,53.200001,53.450001,50.133228,34700
2021-06-20,53.529999,54.180000,53.250000,53.689999,50.358334,27300
2021-06-27,53.980000,54.369999,53.709999,54.360001,50.986759,14600
2021-07-04,53.889999,54.000000,53.500000,53.970001,50.620960,10200
2021-07-11,53.849998,54.130001,53.459999,53.459999,50.142605,14000
2021-07-18,53.220001,53.869999,52.889999,53.860001,50.517788,28800
2021-07-25,53.919998,54.290001,53.349998,53.820000,50.480267,18800
2021-08-01,54.139999,55.270000,54.070000,54.380001,51.005520,221200
2021-08-08,54.380001,54.380001,53.439999,53.680000,50.348957,313900
2021-08-15,53.650002,54.509998,53.270000,54.509998,51.127449,42200
2021-08-22,54.009998,55.230000,53.950001,55.230000,51.802773,14100
2021-08-29,55.830002,57.759998,55.630001,57.759998,54.175774,29800
2021-09-05,57.250000,57.580002,56.599998,57.270000,53.716183,15600
2021-09-12,57.150002,58.200001,57.150002,57.720001,54.138260,11800
2021-09-19,57.650002,58.689999,57.299999,58.230000,54.616611,24900
2021-09-26,58.209999,58.610001,57.150002,57.950001,54.353985,27000
2021-10-03,57.279999,58.950001,57.000000,58.810001,55.160622,10700
2021-10-10,59.200001,61.650002,59.090000,61.509998,57.693073,149500
2021-10-17,60.549999,60.779999,57.860001,58.099998,54.494675,19900
2021-10-24,57.200001,58.810001,56.830002,57.880001,54.288330,18700
2021-10-31,58.389999,59.630001,58.389999,59.540001,55.845322,15200
2021-11-07,60.320000,60.630001,59.930000,60.270000,56.530022,39700
2021-11-14,60.299999,60.529999,59.189999,59.230000,55.554558,19200
2021-11-21,58.029999,58.570000,55.209999,55.340000,51.905945,27900
2021-11-28,55.669998,56.799999,55.369999,56.020000,52.543751,27900
2021-12-05,54.990002,57.400002,54.869999,57.400002,53.838116,177900
2021-12-12,56.490002,56.490002,54.340000,54.340000,50.967999,50200
2021-12-19,50.480000,52.700001,50.270000,52.689999,49.420387,24700
2021-12-26,52.470001,54.130001,52.459999,53.919998,53.919998,24200
2022-01-02,54.119999,55.419998,54.119999,55.400002,55.400002,17900
2022-01-09,55.630001,56.279999,55.220001,55.279999,55.279999,61600
2022-01-16,54.840000,55.009998,53.439999,53.439999,53.439999,13400
2022-01-23,51.939999,52.770000,50.950001,52.380001,52.380001,33200
2022-01-30,null,null,null,null,null,null
